script_id,turn_no,content,pattern_id,pattern_label
A Teaching Seminar with Milton H Erickson,182,She was unable to follow me even when I was talking about her.,ERICKSON_OBSERVATION_OF_RESISTANCE,Other
A Teaching Seminar with Milton H Erickson,183,When did you leave that place in Pennsylvania that had Reading Park?,ERICKSON_PRESUPPOSITION_RECALL,Other
A Teaching Seminar with Milton H Erickson,184,"Well, how did I know that you and your grandfather went to Reading Park?",ERICKSON_RHETORICAL_CURIOSITY,Other
A Teaching Seminar with Milton H Erickson,185,"He did, didn’t he? And you liked to look at his friends. Any other dark secrets of yours that you don’t want me to know?",ERICKSON_PARADOXICAL_PROVOCATION,Double Bind
A Teaching Seminar with Milton H Erickson,186,"Isn’t it funny how all the traffic sounds stopped again? Now you hear them again. All right. Now we move in three different ways. It may be intellectually, it may be emotionally and we move motorically by moving around. Some move more than others.",ERICKSON_UTILIZATION_AND_TRUISM,Utilization
A Teaching Seminar with Milton H Erickson,188,"I awakened her, and told her to stay awake. I started my lecture. She promptly went into a trance. A deep trance! I awakened her again and told her to “stay awake.”",ERICKSON_UTILIZATION_PARADOX,Utilization
A Teaching Seminar with Milton H Erickson,190,"I asked what that meant and she didn’t know. I tried again and again, but that’s all the childhood memories I got butterfly sleeves and bamboo clump.",ERICKSON_SENSORY_ANCHORING,Other
A Teaching Seminar with Milton H Erickson,191,"Well, since I can’t get anything out of her, I will create a situation in which Mary can really teach us all a great deal.",ERICKSON_UTILIZATION_REFRAMING,Reframing
A Teaching Seminar with Milton H Erickson,193,"What is the trouble, Mary?",ERICKSON_CALIBRATION_QUESTION,Other
A Teaching Seminar with Milton H Erickson,194,"I asked her if she could take my hand and she said, “Yes.” I asked her if she would take my hand, and she said, “No.” I asked why.",ERICKSON_LINGUISTIC_DISTINCTION,Other
A Teaching Seminar with Milton H Erickson,195,I invited the rest of the class to look Mary over and talk to her.,ERICKSON_PERMISSIVE_OBSERVATION,Other
A Teaching Seminar with Milton H Erickson,196,"Go back into the trance, way deep in the trance and bring out the intellectual side.",ERICKSON_TRANCE_REINDUCTION,Other
A Teaching Seminar with Milton H Erickson,197,"What is the rest of the story, Mary? There is still something more. The next class meeting bring in the next installment.",ERICKSON_FUTURE_PACING,Pacing
A Teaching Seminar with Milton H Erickson,198,"Anything else, Mary? At the next meeting of the class, you bring in another installment of the story. All right.",ERICKSON_FUTURE_PACING_TASK,Pacing
A Teaching Seminar with Milton H Erickson,199,"No, Mary, you can tell us the next part of the story.",ERICKSON_PATTERN_INTERRUPTION_AND_PRESUPPOSITION,Confusion
A Teaching Seminar with Milton H Erickson,200,I’ll ask you a question and then you can tell us the next part. What question could you ask me? It’s very simple. How did you explain it to your mother that you were late for lunch?,ERICKSON_META_QUESTION_UTILIZATION,Utilization
A Teaching Seminar with Milton H Erickson,201,"Anything more? All right, bring in the next installment the next meeting of the class. Oh, yes there is.",ERICKSON_FUTURE_PACING_AND_SUGGESTION,Pacing
A Teaching Seminar with Milton H Erickson,202,"Well, I will have to ask you a question again. Now, tell me, Mary, when you went in the house, did you go in the front door or the back door?",ERICKSON_DOUBLE_BIND,Double Bind
A Teaching Seminar with Milton H Erickson,203,"Is there anything else, Mary?",ERICKSON_MINIMAL_PROMPT,Other
A Teaching Seminar with Milton H Erickson,204,Suggest to me what year or what event.,ERICKSON_PERMISSIVE_CHOICE,Other
A Teaching Seminar with Milton H Erickson,205,Why not regress me to my third birthday.,ERICKSON_INTERROGATIVE_SUGGESTION,Suggestion
A Teaching Seminar with Milton H Erickson,206,Yet you say you and your wife want to move to Arizona and start a family,ERICKSON_UTILIZATION_CONTRADICTION,Utilization
A Teaching Seminar with Milton H Erickson,208,"You’ve got to go to Tucson tomorrow morning and you say that you and your wife want to move to Arizona that you like Arizona that you don’t like Wisconsin. Therefore, when you are driving to Tucson, and it is well over 150 miles, you’ll start early in the morning and you’ll watch the scenery on the left-hand side of the highway and the right-hand side of the highway. And you will enjoy the Arizona scenery all the way to Tucson. (The new roads make it 125 miles now.) You will enjoy the scenery in the early morning light.",ERICKSON_FUTURE_PACING_UTILIZATION,Pacing
A Teaching Seminar with Milton H Erickson,209,"When you get to Tucson, you’ll absentmindedly find a parking lot and park your car and you look around and you will see a building. You will wonder what that building is and yet you’ll walk in. You’ll see a lot of people, young and old, male and female. They really won’t interest you. You will see a stack of mimeographed sheets of papers with questions, and you will pick up one of the bunch and a blue book. Find a comfortable chair or seat. You will read all the questions and they won’t make any sense to you at all. Then you will read the first question a second time and it will seem to make a little bit of sense. And so, a little bit of information will trickle out of your pen on to the blue book. And before that little trickle of information dries up there will be another little trickle, followed by another little trickle. After a while the little trickles dry up and you will read the second question. And it seems to make a bit of sense, and a little bit of information will trickle out of your pen onto the paper followed by another trickle and another trickle. And finally that trickle will dry up. You’ll move on to the next question, and so on for all the questions. And that evening you will walk around Tucson and admire the scenery, near and far. You will work up a good appetite and you will enjoy the food you eat. You will go for a walk before you go to bed. You will enjoy the Arizona blue skies. And you will go to bed and you will sleep soundly. Wake up feeling refreshed. You will eat a good breakfast. You will wander over to that building for a repeat of yesterday, a repeat of Thursday. And Friday evening you will walk around Tucson, working up an appetite enjoying the scenery far and near, and you will eat a wonderful dinner. And you go out for another walk and enjoy the blue",ERICKSON_FUTURE_PACING_AND_DISSOCIATIVE_TASK,Pacing
A Teaching Seminar with Milton H Erickson,210,"Go to the hospital, cooperate in every way, except you explain that you want no medication of any sort, and you won’t take any anesthesia. You just want to go into the delivery room and have your baby. And while you are lying on the delivery table think about the baby. Is it going to be a boy, or a girl? How much will it weigh? How long will it be? What color hair will it have, or will it be bald? And what color will its eyes be? And will you really name it the name you and your husband picked out? And while you are lying there waiting for your baby, enjoy all the happy thoughts about having a baby. And wait patiently and gladly to hear its first cry. Think of all the happiness that you hope to derive from having a baby. And think about how happy your husband will be, and how nice it is to live in Arizona.",ERICKSON_FUTURE_PACING_DISTRACTION,Pacing
A Teaching Seminar with Milton H Erickson,211,"All right, just close your eyes. Go into a trance very deeply and do a repetition of what you did the first time.",ERICKSON_RE_INDUCTION_UTILIZATION,Utilization
A Teaching Seminar with Milton H Erickson,212,"When her husband finished the law examination, he returned that evening so that he could see the Arizona scenery from the opposite point of view. He viewed it in the evening light.",ERICKSON_REFRAMING_METAPHOR,Reframing
A Teaching Seminar with Milton H Erickson,213,"You are going to accomplish your purpose, your goal. And I am very confident. I look confident. I act confident. I speak in a confident way, and my patient tends to believe me.",ERICKSON_CONGRUENCE_EXPECTANCY,Other
A Teaching Seminar with Milton H Erickson,214,I had no doubt when I told her to go into a trance. I had no doubts about her. I had no doubt about those two either. I was utterly confident. A good therapist should be utterly confident.,ERICKSON_CONGRUENCE_AND_AUTHORITY,Other
A Teaching Seminar with Milton H Erickson,216,Nine years is a long time. I’m not able to give you an x-ray and the kind of physical examination that I would like. I’ll send you to a friend of mine and he will report to me his findings and recommendations.,ERICKSON_UTILIZATION_AND_REFERRAL,Utilization
A Teaching Seminar with Milton H Erickson,217,And now you do those exercises and live a well-balanced life of activity and inactivity.,ERICKSON_POST_HYPNOTIC_SUGGESTION,Suggestion
A Teaching Seminar with Milton H Erickson,218,"You just told me in a waking state about menstrual cramps and you want relief from them. So, understand this, your menstruation will cause you no further pain. You will have no more menstrual cramps. Now you wake up.",ERICKSON_DIRECT_SUGGESTION,Suggestion
A Teaching Seminar with Milton H Erickson,219,"Go into a trance and listen carefully. I want you to develop a hypnotic anesthesia for menstrual cramps, for menstrual pains of all kinds. Now wake up free of your pain.",ERICKSON_DIRECT_AUTHORITY_ANESTHESIA,Other
A Teaching Seminar with Milton H Erickson,220,Your body is a lot wiser than you are. You haven’t got menstrual cramps. I gave you a hypnotic anesthesia and any doctor knows an acute appendicitis can give pain like menstrual cramps. I produced an anesthesia for menstrual cramps and I didn’t mention your appendix. Call your surgeon.,ERICKSON_UNCONSCIOUS_WISDOM_AND_UTILIZATION,Utilization
A Teaching Seminar with Milton H Erickson,221,"Your body knows more about you than you do. So when you do therapy with a patient, know what you are talking about. Don’t give general instructions. If I treat a headache, I may give the suggestion “for a harmless headache.” Then, if the headache is from a brain tumor, the hypnotic anesthesia won’t work. Now, with appendicitis pain, give them hypnotic anesthesia and it disappears, but the real diagnosis is menstrual cramps or some other alternative diagnosis. So when you treat an organic illness, know what you are talking about.",ERICKSON_PRECISION_SUGGESTION,Suggestion
A Teaching Seminar with Milton H Erickson,222,"Now, as for the lawyer, all I did for him was to make him think Arizona was a nice place to live, and that the law examination was awfully unimportant; so he had no anxiety, no fear. He only had to write one little trickle of information at a time. Anybody can do that. And I’ve treated quite a number of lawyers in the same way — and medical men in the same way — by giving them a feeling of mental peace, of confidence and of self-assurance.",ERICKSON_REFRAMING_AND_MINIMIZATION,Reframing
A Teaching Seminar with Milton H Erickson,223,I didn’t do anything to her except tell her about that lawyer.,ERICKSON_INDIRECT_ANECDOTE,Other
A Teaching Seminar with Milton H Erickson,224,Now all of you will listen to things I say. All of you will apply what I say in accordance with your own specific understandings. When I talk about how the lawyers appreciate the wonderful scenery of,ERICKSON_UTILIZATION_TRUISM,Utilization
A Teaching Seminar with Milton H Erickson,225,"Well, how do you want your phobia treated?",ERICKSON_UTILIZATION_CHOICE,Utilization
A Teaching Seminar with Milton H Erickson,226,I don’t know if you are a good hypnotic subject,ERICKSON_CHALLENGE_EXPECTANCY,Other
A Teaching Seminar with Milton H Erickson,227,That was a long time ago. How good are you now?,ERICKSON_CHALLENGE_PRESENT_MOMENT,Other
A Teaching Seminar with Milton H Erickson,228,I’ll have to test you.,ERICKSON_CHALLENGE_AND_UTILIZATION,Utilization
